E & (~B ==> C) & E & (~E ^ ~G) & (~E ^ ~G) & E & (~E ^ ~G) & (~B ==> C) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G)	Unknown HELP!
(I ^ ~G) & (~G | F) & (~G | F) & (I ^ ~G) & (~G | F) & (I ^ ~G) & (F & H) & (F & H) . What is F ?	(I ^ ~G) & (~G | F) & (F & H) . What is F ?	(I ^ ~G) & (~G | F) & (F & H)	True
(~I ^ ~G) & I & (~C ^ F) & (F <=> J) & (~C ^ F) & (~I ^ ~G) & (~I ^ ~G) & F & (~C ^ F) & F & (J ^ D) & F . What is D ?	(~I ^ ~G) & I & (~C ^ F) & (F <=> J) & F & (J ^ D) . What is D ?	(~I ^ ~G) & I & (~C ^ F) & (F <=> J) & F & (J ^ D)	False
 . What is F ?	 . What is F ?		Unknown HELP!
~F & G & (~I & ~H) & ~F & (A <=> ~I) & (~D ^ A) & (G & ~J) & (~I & ~H) & (A <=> ~I) . What is ~A ?	~F & G & (~I & ~H) & (A <=> ~I) & (~D ^ A) & (G & ~J) . What is ~A ?	~F & G & (~I & ~H) & (A <=> ~I) & (~D ^ A) & (G & ~J)	False
(E & ~D) & (~D | G) & (G ==> F) & (G ==> F) & E & (G ==> F) & E & (~D | G) & (~D | G) . What is ~D ?	(E & ~D) & (~D | G) & (G ==> F) & E . What is ~D ?	(E & ~D) & (~D | G) & (G ==> F) & E	True
(~A & ~B) & (~B ^ ~F) & (~A & ~B) & (~A & ~B) . What is F ?	(~A & ~B) & (~B ^ ~F) . What is F ?	(~A & ~B) & (~B ^ ~F)	True
~A . What is A ?	~A . What is A ?	~A	False
G & G & G . What is G ?	G . What is G ?	G	True
(H <=> ~G) & (H <=> ~G) & D & D & (H <=> ~G) . What is D ?	(H <=> ~G) & D . What is D ?	(H <=> ~G) & D	True
~B & ~B . What is B ?	~B . What is B ?	~B	False
A & A & (~B & ~H) & (~B & ~H) & C & (F <=> A) . What is ~F ?	A & (~B & ~H) & C & (F <=> A) . What is ~F ?	A & (~B & ~H) & C & (F <=> A)	False
~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
(~I ==> ~F) & ~C & (~J & D) & (~J & D) & (B & E) & (~I ==> ~F) & ~C & (E & ~J) & ~C & (B & E) & (B & E) . What is ~J ?	(~I ==> ~F) & ~C & (~J & D) & (B & E) & (E & ~J) . What is ~J ?	(~I ==> ~F) & ~C & (~J & D) & (B & E) & (E & ~J)	True
 . What is C ?	 . What is C ?		Unknown HELP!
(~G ^ C) & ~B & ~G & ~G & (A <=> D) & ~G & ~B . What is ~B ?	(~G ^ C) & ~B & ~G & (A <=> D) . What is ~B ?	(~G ^ C) & ~B & ~G & (A <=> D)	True
(C & F) & (C & F) & (C & F) . What is C ?	(C & F) . What is C ?	(C & F)	True
H & H . What is ~H ?	H . What is ~H ?	H	False
H & (~E & ~D) & (I & ~E) & (I & ~E) & (I & ~E) & (C <=> A) & (C <=> A) & (B & I) & (C <=> A) & (B & I) & (B & I) . What is I ?	H & (~E & ~D) & (I & ~E) & (C <=> A) & (B & I) . What is I ?	H & (~E & ~D) & (I & ~E) & (C <=> A) & (B & I)	True
C & C & C . What is C ?	C . What is C ?	C	True
(B <=> H) & (B <=> H) & H . What is ~B ?	(B <=> H) & H . What is ~B ?	(B <=> H) & H	False
~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
(F & ~J) & D & (F & ~J) & (~E & ~D) & ~F & ~F & D & (~E & ~D) & ~F & (~E & ~D) & (~B ==> F) . What is ~F ?	(F & ~J) & D & (~E & ~D) & ~F & (~B ==> F) . What is ~F ?	(F & ~J) & D & (~E & ~D) & ~F & (~B ==> F)	Contradictory
(B & ~F) & (B & ~F) & (B & ~F) . What is F ?	(B & ~F) . What is F ?	(B & ~F)	False
~E & (~G ==> ~J) & (~G ==> ~J) & (~G ==> ~J) & J & ~E & (C <=> D) & (C <=> D) . What is J ?	~E & (~G ==> ~J) & J & (C <=> D) . What is J ?	~E & (~G ==> ~J) & J & (C <=> D)	True
(~C ^ G) & (~C ^ G) & (D | ~C) & (B & D) & (D | ~C) & (D | ~C) . What is ~G ?	(~C ^ G) & (D | ~C) & (B & D) . What is ~G ?	(~C ^ G) & (D | ~C) & (B & D)	Unknown HELP!
(~H ==> F) & F & (~G <=> B) & (~H ==> F) & (~G <=> B) & (I & ~G) & (I & ~G) & ~G & ~G & ~G . What is G ?	(~H ==> F) & F & (~G <=> B) & (I & ~G) & ~G . What is G ?	(~H ==> F) & F & (~G <=> B) & (I & ~G) & ~G	False
(E <=> I) & (~F | ~G) & (H | E) & G & (I & ~J) . What is ~I ?	(E <=> I) & (~F | ~G) & (H | E) & G & (I & ~J) . What is ~I ?	(E <=> I) & (~F | ~G) & (H | E) & G & (I & ~J)	False
~D & (D ^ A) & ~D & (~G | H) & (~G | H) & (D ^ A) & (H & J) & (H & J) & (H & J) & (D ^ A) . What is J ?	~D & (D ^ A) & (~G | H) & (H & J) . What is J ?	~D & (D ^ A) & (~G | H) & (H & J)	True
(~A ==> ~F) & (~B <=> ~C) & G & G & (~B <=> ~C) & (~A ==> ~F) & ~F & ~F & (~E ==> ~B) & (~E ==> ~B) & (~E ==> ~B) & (~A ==> ~F) & (~B <=> ~C) & G . What is G ?	(~A ==> ~F) & (~B <=> ~C) & G & ~F & (~E ==> ~B) . What is G ?	(~A ==> ~F) & (~B <=> ~C) & G & ~F & (~E ==> ~B)	True
~J & ~J & (~E | ~F) & (~E | ~F) & (~F | ~I) & (~F | ~I) & (~F | ~I) . What is ~J ?	~J & (~E | ~F) & (~F | ~I) . What is ~J ?	~J & (~E | ~F) & (~F | ~I)	True
C & C . What is ~F ?	C . What is ~F ?	C	Unknown HELP!
(~C <=> ~D) & (~C <=> ~D) & (~J & ~C) & ~D & (~J & ~C) & (~J & ~C) . What is ~E ?	(~C <=> ~D) & (~J & ~C) & ~D . What is ~E ?	(~C <=> ~D) & (~J & ~C) & ~D	Unknown HELP!
(A <=> ~I) & ~A & (~D & ~F) & (A <=> ~I) & (A <=> ~I) . What is F ?	(A <=> ~I) & ~A & (~D & ~F) . What is F ?	(A <=> ~I) & ~A & (~D & ~F)	False
(J & ~D) & (C | J) & (E | C) & ~E & (E | C) & (C | J) & ~E & (E | C) & ~E . What is ~E ?	(J & ~D) & (C | J) & (E | C) & ~E . What is ~E ?	(J & ~D) & (C | J) & (E | C) & ~E	True
G & G & (~I ==> G) & (~I ==> G) . What is ~G ?	G & (~I ==> G) . What is ~G ?	G & (~I ==> G)	False
H . What is H ?	H . What is H ?	H	True
~H & (G & ~A) & ~H & (H | G) . What is A ?	~H & (G & ~A) & (H | G) . What is A ?	~H & (G & ~A) & (H | G)	False
H & H & H . What is ~H ?	H . What is ~H ?	H	False
(~H <=> F) & F & (~H <=> F) & (~H <=> F) . What is H ?	(~H <=> F) & F . What is H ?	(~H <=> F) & F	False
~J . What is J ?	~J . What is J ?	~J	False
(D <=> ~G) & (D <=> ~G) & (~C ==> D) & (F ^ ~C) & (D <=> ~G) & (~C ==> D) & (F ^ ~C) . What is ~C ?	(D <=> ~G) & (~C ==> D) & (F ^ ~C) . What is ~C ?	(D <=> ~G) & (~C ==> D) & (F ^ ~C)	Unknown HELP!
(A | D) & (~I ^ G) & (G <=> A) & A & (~I ^ G) & (G <=> A) & (G <=> A) & (A | D) & A & (~I ^ G) . What is ~I ?	(A | D) & (~I ^ G) & (G <=> A) & A . What is ~I ?	(A | D) & (~I ^ G) & (G <=> A) & A	False
B & B & B & (~E & ~A) & (~E & ~A) . What is ~B ?	B & (~E & ~A) . What is ~B ?	B & (~E & ~A)	False
(J & ~H) & ~A . What is ~H ?	(J & ~H) & ~A . What is ~H ?	(J & ~H) & ~A	True
(A <=> ~E) & (F <=> D) & (D & A) & (F <=> D) & (D & A) & (F <=> D) . What is ~A ?	(A <=> ~E) & (F <=> D) & (D & A) . What is ~A ?	(A <=> ~E) & (F <=> D) & (D & A)	False
B & (~B ^ G) & (G <=> ~F) & (~I | ~B) & (~B ^ G) & (D ^ ~C) & (D ^ ~C) & E & (G <=> ~F) & E & E & (~B ^ G) & (~I | ~B) . What is F ?	B & (~B ^ G) & (G <=> ~F) & (~I | ~B) & (D ^ ~C) & E . What is F ?	B & (~B ^ G) & (G <=> ~F) & (~I | ~B) & (D ^ ~C) & E	False
I & I . What is I ?	I . What is I ?	I	True
(~A <=> F) & I & A & (E ^ ~I) & I & (~A <=> F) & I . What is ~A ?	(~A <=> F) & I & A & (E ^ ~I) . What is ~A ?	(~A <=> F) & I & A & (E ^ ~I)	False
(~F <=> ~A) & (~F <=> ~A) & (~F <=> ~A) & F . What is F ?	(~F <=> ~A) & F . What is F ?	(~F <=> ~A) & F	True
(J & ~D) & (G ^ J) & (G ^ J) & (J & ~D) & ~J & ~J . What is ~G ?	(J & ~D) & (G ^ J) & ~J . What is ~G ?	(J & ~D) & (G ^ J) & ~J	Contradictory
D & ~A & ~A & (~E ==> ~F) & D & ~A & (~E ==> ~F) & (~I & ~C) & (~I & ~C) & (~I & ~C) . What is I ?	D & ~A & (~E ==> ~F) & (~I & ~C) . What is I ?	D & ~A & (~E ==> ~F) & (~I & ~C)	False
~E & ~E & ~E . What is ~E ?	~E . What is ~E ?	~E	True
(F & ~D) & (~A & F) & (F & ~D) . What is D ?	(F & ~D) & (~A & F) . What is D ?	(F & ~D) & (~A & F)	False
(~D & F) & F & F & F . What is D ?	(~D & F) & F . What is D ?	(~D & F) & F	False
~C . What is C ?	~C . What is C ?	~C	False
(I <=> C) & (C ==> H) & (C ==> H) & ~H & (I <=> C) & ~H . What is H ?	(I <=> C) & (C ==> H) & ~H . What is H ?	(I <=> C) & (C ==> H) & ~H	False
(~A & H) & (~A & H) & (~A & H) . What is ~A ?	(~A & H) . What is ~A ?	(~A & H)	True
A . What is ~A ?	A . What is ~A ?	A	False
(G & C) & (C ==> B) & (G & C) & (E & G) & (E & G) & (H | D) & (G & C) & A & (E & G) & A & (H | D) . What is ~G ?	(G & C) & (C ==> B) & (E & G) & (H | D) & A . What is ~G ?	(G & C) & (C ==> B) & (E & G) & (H | D) & A	False
~H & ~H & ~H . What is ~H ?	~H . What is ~H ?	~H	True
~G & (~E & C) & (~E & C) & (~E & C) . What is ~G ?	~G & (~E & C) . What is ~G ?	~G & (~E & C)	True
~E & ~E & ~E . What is E ?	~E . What is E ?	~E	False
(~I <=> G) & ~I . What is G ?	(~I <=> G) & ~I . What is G ?	(~I <=> G) & ~I	True
(F <=> ~A) & (G | H) & (G | H) & (F <=> ~A) & (~A ^ G) & E & (E & ~D) & (E & ~D) & E & (~A ^ G) & ~F . What is A ?	(F <=> ~A) & (G | H) & (~A ^ G) & E & (E & ~D) & ~F . What is A ?	(F <=> ~A) & (G | H) & (~A ^ G) & E & (E & ~D) & ~F	True
I . What is ~H ?	I . What is ~H ?	I	Unknown HELP!
(~H <=> ~B) & (~D & ~G) & ~D & ~D & (~B | I) & (~D & ~G) & J & (~E & ~H) & (~E & ~H) & ~D & (~H <=> ~B) & (~E & ~H) & (~H <=> ~B) . What is B ?	(~H <=> ~B) & (~D & ~G) & ~D & (~B | I) & J & (~E & ~H) . What is B ?	(~H <=> ~B) & (~D & ~G) & ~D & (~B | I) & J & (~E & ~H)	False
~F & ~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
~B . What is ~A ?	~B . What is ~A ?	~B	Unknown HELP!
~G . What is ~G ?	~G . What is ~G ?	~G	True
(A | F) & (A | F) & ~J & ~J & (A | F) & (~I <=> ~H) & ~A & (~I <=> ~H) & (~I <=> ~H) & ~J . What is F ?	(A | F) & ~J & (~I <=> ~H) & ~A . What is F ?	(A | F) & ~J & (~I <=> ~H) & ~A	True
(~F <=> ~B) & (~B | E) & (E | ~A) & (~D ==> ~H) & ~H & (~D ==> ~H) & (~F <=> ~B) & (~B | E) & (~B | E) . What is E ?	(~F <=> ~B) & (~B | E) & (E | ~A) & (~D ==> ~H) & ~H . What is E ?	(~F <=> ~B) & (~B | E) & (E | ~A) & (~D ==> ~H) & ~H	Unknown HELP!
(~A | D) & A & A & A . What is A ?	(~A | D) & A . What is A ?	(~A | D) & A	True
G & D & (D ^ ~C) & G & (B | ~I) & D & (D ^ ~C) & (B | ~I) & (~C <=> ~F) & G . What is C ?	G & D & (D ^ ~C) & (B | ~I) & (~C <=> ~F) . What is C ?	G & D & (D ^ ~C) & (B | ~I) & (~C <=> ~F)	True
E & ~J & (~D <=> C) & (F & ~G) & (F & ~G) & (~D <=> C) . What is J ?	E & ~J & (~D <=> C) & (F & ~G) . What is J ?	E & ~J & (~D <=> C) & (F & ~G)	False
(A <=> ~G) & (A <=> ~G) & (J & H) & A & (~G ^ I) & ~D & ~D & A & A . What is ~G ?	(A <=> ~G) & (J & H) & A & (~G ^ I) & ~D . What is ~G ?	(A <=> ~G) & (J & H) & A & (~G ^ I) & ~D	True
~G & (~D | ~E) & (~A ==> G) & ~E & ~E & (~A ==> G) & ~G & ~E & (~A ==> G) & (~D | ~E) & (~D | ~E) . What is E ?	~G & (~D | ~E) & (~A ==> G) & ~E . What is E ?	~G & (~D | ~E) & (~A ==> G) & ~E	False
I . What is ~I ?	I . What is ~I ?	I	False
(~E <=> I) & B & B & (~E <=> I) . What is B ?	(~E <=> I) & B . What is B ?	(~E <=> I) & B	True
(~J & ~E) & ~E & ~E & ~E . What is J ?	(~J & ~E) & ~E . What is J ?	(~J & ~E) & ~E	False
(~J ^ ~C) & (~E | I) & ~E & (~J ^ ~C) & ~E & (~E | I) & (~C <=> ~F) & (~E | I) & (~C <=> ~F) & (~F & D) & (~F & D) . What is ~C ?	(~J ^ ~C) & (~E | I) & ~E & (~C <=> ~F) & (~F & D) . What is ~C ?	(~J ^ ~C) & (~E | I) & ~E & (~C <=> ~F) & (~F & D)	True
B & B . What is B ?	B . What is B ?	B	True
~B & (~B & I) & (~B & I) & (I ==> D) & (I ==> D) & (~B & I) & (I ==> D) . What is ~D ?	~B & (~B & I) & (I ==> D) . What is ~D ?	~B & (~B & I) & (I ==> D)	False
(~F ^ ~J) & ~D & ~D & ~D & (C ^ E) & (C ^ E) & (C ^ E) . What is E ?	(~F ^ ~J) & ~D & (C ^ E) . What is E ?	(~F ^ ~J) & ~D & (C ^ E)	Unknown HELP!
J & J . What is ~J ?	J . What is ~J ?	J	False
~D & (~H ==> ~A) & ~D & H & (I | ~H) & (~G <=> D) & H & (~G <=> D) & ~D . What is I ?	~D & (~H ==> ~A) & H & (I | ~H) & (~G <=> D) . What is I ?	~D & (~H ==> ~A) & H & (I | ~H) & (~G <=> D)	True
(~B ^ A) & (J <=> ~I) & (~B ^ A) & (~F | ~D) & (J <=> ~I) & J & (~D & J) & ~C & (~D & J) & (~D & J) & J & J & (~F | ~D) . What is J ?	(~B ^ A) & (J <=> ~I) & (~F | ~D) & J & (~D & J) & ~C . What is J ?	(~B ^ A) & (J <=> ~I) & (~F | ~D) & J & (~D & J) & ~C	True
I & I & I . What is I ?	I . What is I ?	I	True
(J & ~E) & (I <=> J) & (I <=> J) & (J & ~E) & (J & ~E) & (~E & ~A) & (~E & ~A) . What is A ?	(J & ~E) & (I <=> J) & (~E & ~A) . What is A ?	(J & ~E) & (I <=> J) & (~E & ~A)	False
(B ==> ~D) & (J ^ B) & (J ^ B) & B & (B ==> ~D) . What is B ?	(B ==> ~D) & (J ^ B) & B . What is B ?	(B ==> ~D) & (J ^ B) & B	True
~J . What is ~J ?	~J . What is ~J ?	~J	True
(F ==> ~E) & (~E ^ ~I) & (D & F) & H . What is I ?	(F ==> ~E) & (~E ^ ~I) & (D & F) & H . What is I ?	(F ==> ~E) & (~E ^ ~I) & (D & F) & H	True
(~C | ~D) & (~C | ~D) & C & C & (~C | ~D) & (~D | ~A) & (~J | ~C) . What is ~D ?	(~C | ~D) & C & (~D | ~A) & (~J | ~C) . What is ~D ?	(~C | ~D) & C & (~D | ~A) & (~J | ~C)	True
~H & (C | ~H) & (D & ~B) & (C | ~H) & (~H ==> D) & (~H ==> D) & (C | ~H) & (D & ~B) & (D & ~B) . What is ~H ?	~H & (C | ~H) & (D & ~B) & (~H ==> D) . What is ~H ?	~H & (C | ~H) & (D & ~B) & (~H ==> D)	True
(H ^ ~E) & (H ^ ~E) & (~E <=> B) & (~E <=> B) & (H ^ ~E) & (B & D) & E & E & (~E <=> B) & (B & D) . What is I ?	(H ^ ~E) & (~E <=> B) & (B & D) & E . What is I ?	(H ^ ~E) & (~E <=> B) & (B & D) & E	Contradictory
(C | ~E) & (~H & ~D) & (~E ==> ~H) & ~D & (~E ==> ~H) & (~H & ~D) & (~H & ~D) & ~D & ~D . What is ~H ?	(C | ~E) & (~H & ~D) & (~E ==> ~H) & ~D . What is ~H ?	(C | ~E) & (~H & ~D) & (~E ==> ~H) & ~D	True
~B & ~B . What is ~B ?	~B . What is ~B ?	~B	True
(~F & D) & (D <=> G) & (~C ^ ~F) & ~F & (~C ^ ~F) & (~F & D) & (~C ^ ~F) & (D <=> G) & (~F & D) . What is C ?	(~F & D) & (D <=> G) & (~C ^ ~F) & ~F . What is C ?	(~F & D) & (D <=> G) & (~C ^ ~F) & ~F	True
~I & ~I & (~I ==> C) & (~E ==> ~I) & (~I ==> C) . What is ~C ?	~I & (~I ==> C) & (~E ==> ~I) . What is ~C ?	~I & (~I ==> C) & (~E ==> ~I)	False
~J & (D ==> B) & ~J & ~J & (~G | D) & (J & ~G) & (J & ~G) . What is I ?	~J & (D ==> B) & (~G | D) & (J & ~G) . What is I ?	~J & (D ==> B) & (~G | D) & (J & ~G)	Contradictory
(I <=> ~F) & ~F & ~F & (C | I) & (C | I) & (C | I) . What is C ?	(I <=> ~F) & ~F & (C | I) . What is C ?	(I <=> ~F) & ~F & (C | I)	Unknown HELP!
(I | ~A) & (~J & ~B) & (~J & ~B) & (~A & ~J) & (~A & ~J) & (~A & ~J) . What is ~J ?	(I | ~A) & (~J & ~B) & (~A & ~J) . What is ~J ?	(I | ~A) & (~J & ~B) & (~A & ~J)	True
~D & ~D & A & (F | A) & (F | A) & (I <=> ~H) . What is ~A ?	~D & A & (F | A) & (I <=> ~H) . What is ~A ?	~D & A & (F | A) & (I <=> ~H)	False
(C & E) & (A <=> F) & (E ^ A) & (E ^ A) & (E ^ A) & (A <=> F) & (A <=> F) & (~B ==> ~D) & ~J & (~B ==> ~D) & ~J & ~J . What is A ?	(C & E) & (A <=> F) & (E ^ A) & (~B ==> ~D) & ~J . What is A ?	(C & E) & (A <=> F) & (E ^ A) & (~B ==> ~D) & ~J	False
H & H & (J <=> H) & (J <=> H) & (J <=> H) . What is J ?	H & (J <=> H) . What is J ?	H & (J <=> H)	True
(A & ~E) & D & (A & ~E) & (~G | ~J) & D & (~G | ~J) & (~G | ~J) & ~J & D . What is A ?	(A & ~E) & D & (~G | ~J) & ~J . What is A ?	(A & ~E) & D & (~G | ~J) & ~J	True
(H | ~F) & G & ~J & G & G & (~E | ~B) & (H | ~F) & (~E | ~B) & ~J & (~B & ~D) . What is G ?	(H | ~F) & G & ~J & (~E | ~B) & (~B & ~D) . What is G ?	(H | ~F) & G & ~J & (~E | ~B) & (~B & ~D)	True
(E & ~B) & (E & ~B) & (~F ^ E) & E & (~J ==> ~F) & (~J ==> ~F) . What is J ?	(E & ~B) & (~F ^ E) & E & (~J ==> ~F) . What is J ?	(E & ~B) & (~F ^ E) & E & (~J ==> ~F)	True
(~F ==> ~C) & (~B <=> ~J) & (~B <=> ~J) & (~C ^ G) & ~J & (~F ==> ~C) & ~J & ~J & (~F ==> ~C) . What is ~E ?	(~F ==> ~C) & (~B <=> ~J) & (~C ^ G) & ~J . What is ~E ?	(~F ==> ~C) & (~B <=> ~J) & (~C ^ G) & ~J	Unknown HELP!
(F <=> ~B) & (F <=> ~B) & I . What is ~I ?	(F <=> ~B) & I . What is ~I ?	(F <=> ~B) & I	False
(J & G) & (J & G) & (J & G) . What is ~J ?	(J & G) . What is ~J ?	(J & G)	False
H & H & H . What is H ?	H . What is H ?	H	True
(~B & I) & (~F & ~B) & (~F & ~B) & (H ^ J) & (G | ~F) & (~F & ~B) & (~B & I) & (~B & I) & (G | ~F) & (H ^ J) & J & J . What is B ?	(~B & I) & (~F & ~B) & (H ^ J) & (G | ~F) & J . What is B ?	(~B & I) & (~F & ~B) & (H ^ J) & (G | ~F) & J	False
~A . What is ~A ?	~A . What is ~A ?	~A	True
H & H & H . What is H ?	H . What is H ?	H	True
(B & ~F) & (D & ~I) & (D & ~I) & (~F ==> ~H) & (~H ==> ~A) & C & (D & ~I) & (~F ==> ~H) & (~F ==> ~H) . What is ~H ?	(B & ~F) & (D & ~I) & (~F ==> ~H) & (~H ==> ~A) & C . What is ~H ?	(B & ~F) & (D & ~I) & (~F ==> ~H) & (~H ==> ~A) & C	True
(~G | ~B) & (~G | ~B) & (C & ~G) . What is ~G ?	(~G | ~B) & (C & ~G) . What is ~G ?	(~G | ~B) & (C & ~G)	True
(~F & J) & (~H & ~F) & (~F & J) & ~C & ~C & ~C . What is ~F ?	(~F & J) & (~H & ~F) & ~C . What is ~F ?	(~F & J) & (~H & ~F) & ~C	True
(F & ~I) & (F & ~I) & (D ==> ~G) & F & F & (~G ==> F) & (D ==> ~G) & (D ==> ~G) & F . What is F ?	(F & ~I) & (D ==> ~G) & F & (~G ==> F) . What is F ?	(F & ~I) & (D ==> ~G) & F & (~G ==> F)	True
~G & ~G & F & F & (~C & A) & (~C & A) & (G <=> E) & ~G & (G <=> E) & (G <=> E) . What is ~F ?	~G & F & (~C & A) & (G <=> E) . What is ~F ?	~G & F & (~C & A) & (G <=> E)	False
F & F & F & (F <=> ~I) & (F <=> ~I) . What is I ?	F & (F <=> ~I) . What is I ?	F & (F <=> ~I)	False
(~A & F) & (~A & F) . What is F ?	(~A & F) . What is F ?	(~A & F)	True
F & F & F . What is ~F ?	F . What is ~F ?	F	False
~B & ~J & (B | ~H) & ~J & (~D <=> ~F) & (G & C) & (G & C) & (~F <=> G) & (G & C) & (~D <=> ~F) & (~D <=> ~F) . What is C ?	~B & ~J & (B | ~H) & (~D <=> ~F) & (G & C) & (~F <=> G) . What is C ?	~B & ~J & (B | ~H) & (~D <=> ~F) & (G & C) & (~F <=> G)	True
(I | ~E) & ~G & ~G & ~G & (I | ~E) & (F ==> I) & (~E <=> ~G) & (~E <=> ~G) . What is ~F ?	(I | ~E) & ~G & (F ==> I) & (~E <=> ~G) . What is ~F ?	(I | ~E) & ~G & (F ==> I) & (~E <=> ~G)	Unknown HELP!
(~F ^ ~A) & F & F & (G | ~F) & F . What is A ?	(~F ^ ~A) & F & (G | ~F) . What is A ?	(~F ^ ~A) & F & (G | ~F)	False
~G & ~G & ~G . What is ~G ?	~G . What is ~G ?	~G	True
F & F . What is ~F ?	F . What is ~F ?	F	False
(J & B) & ~I & (~G ^ I) & (~G ^ I) & (E ==> J) & ~I & (B ^ F) & A & A . What is B ?	(J & B) & ~I & (~G ^ I) & (E ==> J) & (B ^ F) & A . What is B ?	(J & B) & ~I & (~G ^ I) & (E ==> J) & (B ^ F) & A	True
(~B ==> ~F) & (~B ==> ~F) & ~B & ~B & (~F & ~A) & (~F & ~A) . What is ~B ?	(~B ==> ~F) & ~B & (~F & ~A) . What is ~B ?	(~B ==> ~F) & ~B & (~F & ~A)	True
(A | B) & ~B & (G | A) & (B ==> ~J) & ~B & (B ==> ~J) . What is ~A ?	(A | B) & ~B & (G | A) & (B ==> ~J) . What is ~A ?	(A | B) & ~B & (G | A) & (B ==> ~J)	False
H & (~A ==> G) & (I & F) & H & (I & F) . What is F ?	H & (~A ==> G) & (I & F) . What is F ?	H & (~A ==> G) & (I & F)	True
(D <=> B) & I & (H ==> D) & (F | J) & (H ==> D) & (C & H) & ~F & ~F & (C & H) & (D <=> B) & (C & H) . What is D ?	(D <=> B) & I & (H ==> D) & (F | J) & (C & H) & ~F . What is D ?	(D <=> B) & I & (H ==> D) & (F | J) & (C & H) & ~F	True
(B ==> ~I) & (D <=> A) & I & (G & ~J) & (~J | B) & (B ==> ~I) & (D <=> A) & I & I & (B ==> ~I) & D & (G & ~J) & (D <=> A) & (G & ~J) . What is J ?	(B ==> ~I) & (D <=> A) & I & (G & ~J) & (~J | B) & D . What is J ?	(B ==> ~I) & (D <=> A) & I & (G & ~J) & (~J | B) & D	False
~F & (C ^ ~F) . What is C ?	~F & (C ^ ~F) . What is C ?	~F & (C ^ ~F)	False
~F . What is F ?	~F . What is F ?	~F	False
(A | ~H) & B & (A | ~H) & ~I & (~E & ~I) & B & (~E & ~I) . What is A ?	(A | ~H) & B & ~I & (~E & ~I) . What is A ?	(A | ~H) & B & ~I & (~E & ~I)	Unknown HELP!
A & A & A . What is A ?	A . What is A ?	A	True
(F & ~B) & D & F & (~A <=> D) & (F & ~B) & F & D & F & D & (~A <=> D) . What is ~H ?	(F & ~B) & D & F & (~A <=> D) . What is ~H ?	(F & ~B) & D & F & (~A <=> D)	Unknown HELP!
(F & ~B) & (F & ~B) & (~H <=> A) & (~H <=> A) & (A ^ F) & (F & ~B) . What is A ?	(F & ~B) & (~H <=> A) & (A ^ F) . What is A ?	(F & ~B) & (~H <=> A) & (A ^ F)	False
(~F & B) & (~F & B) & (B ^ ~C) & (B ^ ~C) & ~C & ~C & ~C . What is F ?	(~F & B) & (B ^ ~C) & ~C . What is F ?	(~F & B) & (B ^ ~C) & ~C	Contradictory
(~H ==> J) & (~C ==> G) & (~H ==> J) & (~H ==> J) & (G ^ B) & H & H & (~C ==> G) & H & (~C ==> G) . What is A ?	(~H ==> J) & (~C ==> G) & (G ^ B) & H . What is A ?	(~H ==> J) & (~C ==> G) & (G ^ B) & H	Unknown HELP!
~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
(~J & B) & (~J & B) & I & (~F | I) & (B <=> ~F) & (B <=> ~F) & (~F | I) . What is ~B ?	(~J & B) & I & (~F | I) & (B <=> ~F) . What is ~B ?	(~J & B) & I & (~F | I) & (B <=> ~F)	False
(I ==> ~J) & J & (D ^ I) & ~A & ~A & (D ^ I) & (A & E) & (A & E) & (A & E) . What is J ?	(I ==> ~J) & J & (D ^ I) & ~A & (A & E) . What is J ?	(I ==> ~J) & J & (D ^ I) & ~A & (A & E)	Contradictory
(~C & ~F) & (~C & ~F) & (~A ^ ~C) & (~C & ~F) & (~A ^ ~C) & (~A ^ ~C) . What is ~A ?	(~C & ~F) & (~A ^ ~C) . What is ~A ?	(~C & ~F) & (~A ^ ~C)	False
(F ==> ~A) & E & (F ==> ~A) & E & (~E & J) & (~E & J) & (~E & J) & ~A & ~A . What is ~F ?	(F ==> ~A) & E & (~E & J) & ~A . What is ~F ?	(F ==> ~A) & E & (~E & J) & ~A	Contradictory
I & (~I ^ B) & I & I . What is I ?	I & (~I ^ B) . What is I ?	I & (~I ^ B)	True
(~G ==> D) & (H | E) & ~F & ~F & (~G ==> D) & B & (H | E) & (H | E) & B & B . What is B ?	(~G ==> D) & (H | E) & ~F & B . What is B ?	(~G ==> D) & (H | E) & ~F & B	True
E & E & (~E ==> ~J) & (~E ==> ~J) . What is E ?	E & (~E ==> ~J) . What is E ?	E & (~E ==> ~J)	True
H & H . What is H ?	H . What is H ?	H	True
F & F . What is C ?	F . What is C ?	F	Unknown HELP!
(G & I) . What is G ?	(G & I) . What is G ?	(G & I)	True
(~H | C) & C & (~H | C) & (B & ~H) & C & (B & ~H) & C . What is H ?	(~H | C) & C & (B & ~H) . What is H ?	(~H | C) & C & (B & ~H)	False
(~H | B) & (~A <=> ~H) & (~H | B) . What is ~B ?	(~H | B) & (~A <=> ~H) . What is ~B ?	(~H | B) & (~A <=> ~H)	Unknown HELP!
